id,nome,cognome,età,genere,ore_studio,assenze,media_voti,comportamento,esito_finale
59,Martina,Ferrari,15,F,8.0,174,9.5,sufficiente,promosso
60,Davide,Orlando,16,M,6.2,214,5.1,sufficiente,bocciato
61,Francesca,Gentile,14,F,4.4,207,6.9,buono,promosso
62,Riccardo,Barbieri,18,M,7.8,58,5.2,buono,bocciato
63,Maria,Monti,19,F,3.8,77,4.6,sufficiente,bocciato
64,Alessia,Grassi,18,F,5.2,214,7.2,sufficiente,promosso
65,Eleonora,Barbieri,20,F,2.2,20,9.5,buono,promosso
66,Emanuele,Marino,14,M,0.3,81,6.8,scarso,bocciato
67,Veronica,Galli,15,F,4.5,35,5.6,ottimo,promosso
68,Tommaso,Serra,19,M,8.0,79,5.0,sufficiente,bocciato
69,Alice,Lopes,17,F,0.2,80,7.7,ottimo,promosso
70,Marta,Martinelli,18,F,6.2,104,6.3,buono,promosso
71,Martina,Rizzo,15,F,6.0,21,8.5,scarso,bocciato
72,Dino,Farina,16,M,3.7,25,6.9,sufficiente,promosso
73,Chiara,Cattaneo,18,F,6.2,27,4.8,sufficiente,bocciato
74,Claudia,Esposito,14,F,5.9,162,5.6,buono,promosso
75,Laura,Ricci,20,F,4.8,220,8.0,sufficiente,bocciato
76,Claudio,Sala,20,M,6.9,90,7.9,ottimo,promosso
77,Barbara,Marino,19,F,3.5,129,8.7,buono,promosso
78,Simone,Ferraro,19,M,4.8,215,7.9,scarso,bocciato
79,Giovanni,Galli,17,M,4.0,68,5.9,buono,promosso
80,Dino,Santoro,17,M,4.6,104,8.8,scarso,bocciato
81,Pdor,Marino,14,M,2.2,36,9.4,scarso,bocciato
82,Beatrice,Rizzo,17,F,2.2,48,5.0,sufficiente,bocciato
83,Roberta,Valentini,19,F,3.1,115,9.3,buono,promosso
84,Simona,Valentini,17,F,4.9,63,9.3,ottimo,promosso
85,Federico,Mancini,16,M,4.1,187,9.9,buono,promosso
86,Davide,Bruno,19,M,3.7,215,5.5,buono,promosso
87,Salvatore,Bellini,19,M,7.1,198,7.0,buono,promosso
88,Nicole,Colombo,20,F,3.0,154,9.7,sufficiente,promosso
89,Francesco,Mariani,15,M,3.6,79,7.3,buono,promosso
90,Enrico,Russo,20,M,2.3,124,8.3,buono,promosso
91,Anna,Crodino,14,F,0.5,51,4.3,sufficiente,bocciato
92,Davide,Martini,20,M,1.0,101,4.2,scarso,bocciato
93,Sara,Longo,15,F,1.3,188,5.4,sufficiente,promosso
94,Laura,Zhing,20,F,5.8,155,4.4,buono,bocciato
95,Elena,Caruso,14,F,7.4,64,7.0,buono,promosso
96,Sara,Orlando,19,F,1.2,140,6.2,sufficiente,promosso
97,Tommaso,Fabbri,20,M,3.9,23,8.0,sufficiente,promosso
98,Marta,Crodino,16,F,6.2,130,9.4,sufficiente,promosso
99,Giovanni,Longo,20,M,2.0,39,6.8,sufficiente,promosso
100,Claudia,Sala,14,F,1.5,179,5.1,buono,bocciato
101,Ilaria,Villa,20,F,6.2,80,4.8,buono,bocciato
102,Martina,Piras,19,F,7.0,109,8.4,ottimo,promosso
103,Paolo,Ferraro,15,M,6.2,154,5.0,buono,bocciato
104,Salvatore,Rizzo,15,M,7.6,201,7.3,scarso,bocciato
105,Giulia,Martini,17,F,7.6,96,5.6,sufficiente,promosso
106,Riccardo,Sanna,16,M,3.7,58,9.7,sufficiente,promosso
107,Francesco,Piras,18,M,3.8,88,5.7,buono,promosso
108,Davide,Zhing,14,M,0.9,191,4.8,scarso,bocciato
109,Filippo,Fontana,18,M,0.2,69,6.0,sufficiente,promosso
110,Alberto,Villa,20,M,1.4,12,8.5,sufficiente,promosso
111,Eleonora,Marino,20,F,4.5,133,5.5,sufficiente,promosso
112,Lorenzo,Hallal,18,M,0.7,58,6.2,buono,promosso
113,Dino,Marino,18,M,3.9,137,7.4,scarso,bocciato
114,Tommaso,Mancini,20,M,6.2,67,6.4,buono,promosso
115,Cristina,Pellegrini,16,F,3.5,165,5.5,ottimo,promosso
116,Chiara,Bruno,14,F,6.8,155,7.3,buono,promosso
117,Valentina,Farina,16,F,5.4,164,9.3,sufficiente,promosso
118,Eleonora,Bellini,17,F,4.6,107,5.9,buono,promosso
119,Vincenzo,Gentile,16,M,4.4,148,8.2,scarso,bocciato
120,Fabio,Caruso,18,M,2.6,218,4.8,buono,bocciato
121,Elena,Sanna,19,F,4.7,69,5.1,sufficiente,bocciato
122,Jack,Giordano,19,M,3.1,96,7.5,ottimo,promosso
123,Valentina,Pdor,15,F,4.0,18,6.2,buono,promosso
124,Camilla,Martini,17,F,5.2,218,6.7,sufficiente,promosso
125,Claudio,Rinaldi,16,M,7.1,153,8.0,buono,promosso
126,Valentina,Zhing,16,F,2.8,36,5.7,buono,promosso
127,Federico,Bianchi,20,M,4.1,109,9.5,scarso,bocciato
128,Elisa,Caruso,14,F,0.9,188,6.1,buono,promosso
129,Maria,Caruso,16,F,6.0,190,9.5,scarso,bocciato
130,Giuseppe,Moretti,17,M,3.9,3,6.8,buono,promosso
131,Jack,Longo,14,M,3.7,186,6.7,scarso,bocciato
132,Davide,Farina,18,M,6.8,34,9.8,sufficiente,promosso
133,Matteo,Grassi,19,M,4.3,61,7.4,sufficiente,promosso
134,Alessia,Grassi,14,F,3.7,17,8.1,buono,promosso
135,Chiara,Esposito,16,F,0.8,33,6.4,buono,promosso
136,Sofia,Santoro,17,F,2.5,174,5.6,buono,promosso
137,Paola,Caruso,18,F,7.4,57,5.7,sufficiente,promosso
138,Sofia,Fontana,20,F,1.7,127,4.8,sufficiente,bocciato
139,Emanuele,Valentini,14,M,2.2,92,5.5,buono,promosso
140,Chiara,Fontana,14,F,0.6,160,7.7,buono,promosso
141,Beatrice,Lombardi,20,F,5.5,208,4.2,scarso,bocciato
142,Camilla,Monti,17,F,1.1,24,6.1,scarso,bocciato
143,Simona,Fontana,15,F,8.0,41,7.2,ottimo,promosso
144,Andrea,Costa,20,F,1.9,60,6.8,ottimo,promosso
145,Francesca,Marchetti,16,F,7.8,101,4.5,scarso,bocciato
146,Roberta,Bianchi,14,F,2.7,101,9.2,scarso,bocciato
147,Nicola,Romano,15,M,5.8,77,5.1,sufficiente,bocciato
148,Beatrice,Galli,18,F,1.8,211,9.6,ottimo,promosso
149,Fabio,Conti,18,M,6.8,70,6.7,sufficiente,promosso
150,Fabio,Crodino,14,M,3.7,73,6.0,sufficiente,promosso
151,Elisa,Martini,19,F,0.1,124,4.3,scarso,bocciato
152,Filippo,Sanna,18,M,7.1,120,5.4,scarso,bocciato
153,Francesco,Leone,17,M,5.9,75,5.0,sufficiente,bocciato
154,Enrico,Monti,18,M,3.5,4,4.9,buono,bocciato
155,Dino,Martini,20,M,2.7,9,8.3,scarso,bocciato
156,Roberto,Monti,16,M,7.2,53,6.6,sufficiente,promosso
157,Sara,Hallal,17,F,3.7,157,9.7,buono,promosso
158,Filippo,Sala,17,M,7.9,141,8.3,sufficiente,promosso
159,Roberta,Fontana,17,F,7.7,220,8.0,buono,bocciato
160,Angela,Mancini,20,F,8.0,110,7.9,buono,promosso
161,Sara,Sala,14,F,4.4,176,5.1,sufficiente,bocciato
162,Paola,Martini,14,F,6.7,25,4.4,buono,bocciato
163,Marco,Sanna,16,M,6.9,158,9.6,ottimo,promosso
164,Claudia,Monti,19,F,4.3,27,9.7,scarso,bocciato
165,Federica,Sala,16,F,3.8,180,6.3,buono,promosso
166,Ilaria,Costa,16,F,5.6,45,4.4,sufficiente,bocciato
167,Andrea,Gentile,16,F,1.0,153,7.0,sufficiente,promosso
168,Roberta,Sanna,20,F,1.0,175,7.9,sufficiente,promosso
169,Emanuele,Bellini,16,M,0.7,102,5.2,sufficiente,bocciato
170,Sara,Zhing,14,F,4.6,20,7.8,sufficiente,promosso
171,Luca,Esposito,16,M,2.8,5,7.7,sufficiente,promosso
172,Ezechiele,Leone,17,M,6.1,15,6.8,ottimo,promosso
173,Ilaria,Valentini,18,F,3.7,52,5.5,sufficiente,promosso
174,Laura,Lombardi,16,F,0.2,6,8.6,buono,promosso
175,Cristina,Serra,15,F,1.0,41,4.4,scarso,bocciato
176,Pdor,Marino,18,M,0.8,5,8.6,scarso,bocciato
177,Nicole,Lombardi,15,F,7.0,25,9.1,buono,promosso
178,Giulia,Piras,14,F,0.1,123,9.5,scarso,bocciato
179,Salvatore,Bruno,16,M,3.3,98,4.3,sufficiente,bocciato
180,Simona,Ferraro,20,F,5.8,192,9.3,sufficiente,promosso
181,Chiara,Pellegrini,14,F,0.2,81,5.0,scarso,bocciato
182,Vincenzo,Sala,18,M,1.6,170,5.5,buono,promosso
183,Agamennone,Pdor,14,M,7.2,127,9.2,scarso,bocciato
184,Gabriele,Cavallaro,15,M,1.0,167,9.0,scarso,bocciato
185,Simone,Martini,14,M,0.5,104,5.4,scarso,bocciato
186,Luca,Russo,15,M,2.1,173,9.5,sufficiente,promosso
187,Ilaria,De Santis,20,F,2.8,48,10.0,sufficiente,promosso
188,Laura,Piras,14,F,5.3,69,6.4,ottimo,promosso
189,Alessandro,Cattaneo,19,M,7.1,172,9.9,buono,promosso
190,Dino,Monti,20,M,7.6,17,9.0,scarso,bocciato
191,Marta,Hallal,20,F,0.0,178,6.1,sufficiente,promosso
192,Nicole,Leone,14,F,7.9,43,6.2,sufficiente,promosso
193,Nicole,Zhing,19,F,7.3,124,8.7,scarso,bocciato
194,Simone,Fabbri,19,M,5.5,186,5.5,ottimo,promosso
195,Paolo,Fabbri,16,M,1.5,63,4.4,sufficiente,bocciato
196,Antonio,Lopes,18,M,4.6,122,6.6,sufficiente,promosso
197,Chiara,Grassi,16,F,0.2,92,6.2,sufficiente,promosso
198,Filippo,Orlando,16,M,3.8,28,6.9,sufficiente,promosso
199,Laura,Ferraro,18,F,1.6,86,9.7,sufficiente,promosso
200,Antonio,Mariani,18,M,5.3,166,6.6,buono,promosso
201,Chiara,Giordano,18,F,3.7,45,9.0,sufficiente,promosso
202,Michele,Romano,14,M,0.5,104,8.1,buono,promosso
203,Roberto,Grassi,17,M,4.7,49,5.4,buono,promosso
204,Matteo,Lopes,19,M,3.4,191,4.6,scarso,bocciato
205,Emanuele,Cattaneo,20,M,4.5,165,8.0,buono,promosso
206,Claudia,Greco,14,F,4.3,81,6.3,buono,promosso
207,Nicole,Greco,17,F,2.0,135,9.1,buono,promosso
208,Francesco,Lopes,18,M,5.4,93,9.3,sufficiente,promosso
209,Stefano,Lombardi,16,M,4.8,50,7.8,sufficiente,promosso
210,Anna,Bellini,17,F,7.1,220,5.4,buono,bocciato
211,Paola,Crodino,18,F,1.5,154,4.9,sufficiente,bocciato
212,Beatrice,Farina,16,F,4.5,54,5.9,buono,promosso
213,Ilaria,Serra,14,F,6.8,8,9.4,ottimo,promosso
214,Alice,Serra,16,F,2.2,35,5.9,buono,promosso
215,Paolo,Bianchi,18,M,2.5,124,6.1,buono,promosso
216,Gabriele,Rizzo,19,M,2.8,189,7.6,buono,promosso
217,Stefano,Ricci,18,M,5.3,99,4.3,buono,bocciato
218,Andrea,Moretti,19,M,2.4,129,6.6,sufficiente,promosso
219,Andrea,Mancini,17,F,7.7,68,8.7,sufficiente,promosso
220,Stefano,Farina,15,M,1.3,163,5.2,scarso,bocciato
221,Roberto,Bruno,17,M,4.3,35,6.2,sufficiente,promosso
222,Elena,Longo,18,F,1.0,146,8.0,scarso,bocciato
223,Federica,Barbieri,17,F,1.5,220,9.7,scarso,bocciato
224,Anna,Colombo,16,F,8.0,41,4.6,buono,bocciato
225,Laura,Monti,14,F,4.6,179,9.2,ottimo,promosso
226,Valentina,De Santis,15,F,5.4,89,5.5,buono,promosso
227,Luca,Monti,14,M,3.9,77,8.2,sufficiente,promosso
228,Roberta,Galli,16,F,0.2,133,5.4,scarso,bocciato
229,Giulia,Pellegrini,16,F,3.3,90,7.6,sufficiente,promosso
230,Claudia,Cattaneo,16,F,4.6,78,5.6,sufficiente,promosso
231,Laura,Orlando,16,F,1.0,37,6.0,sufficiente,promosso
232,Valentina,Mancini,19,F,4.7,180,10.0,sufficiente,promosso
233,Dino,Ricci,16,M,3.5,99,9.7,sufficiente,promosso
234,Nicola,Costa,17,M,1.7,181,9.8,buono,promosso
235,Claudio,Martinelli,20,M,7.7,30,6.4,buono,promosso
236,Alessandra,Marino,16,F,4.5,37,4.8,buono,bocciato
237,Alice,Ferrari,16,F,7.5,201,6.4,sufficiente,promosso
238,Barbara,Ferrari,15,F,3.3,119,4.5,ottimo,bocciato
239,Alberto,Esposito,19,M,6.8,164,4.6,scarso,bocciato
240,Angela,Lopes,18,F,4.5,124,6.3,sufficiente,promosso
241,Francesco,Bellini,14,M,1.6,89,9.2,buono,promosso
242,Luca,Leone,15,M,5.0,23,4.5,buono,bocciato
243,Sofia,Crodino,17,F,6.1,176,5.9,sufficiente,promosso
244,Tommaso,Serra,18,M,3.0,130,9.0,buono,promosso
245,Nicola,Cattaneo,20,M,1.4,175,4.6,buono,bocciato
246,Agamennone,Sala,17,M,0.3,29,5.6,buono,promosso
247,Sara,Martini,18,F,4.1,22,4.4,sufficiente,bocciato
248,Matteo,Pellegrini,20,M,6.6,83,9.0,ottimo,promosso
249,Claudio,Galli,18,M,5.9,109,7.5,scarso,bocciato
250,Dino,Villa,17,M,1.4,30,5.3,scarso,bocciato
251,Roberta,Monti,14,F,3.8,61,6.5,scarso,bocciato
252,Laura,Leone,17,F,2.5,130,9.7,scarso,bocciato
253,Valentina,Mariani,20,F,3.2,20,6.8,buono,promosso
254,Tommaso,Ferrari,16,M,5.3,196,4.1,buono,bocciato
255,Jack,Galli,14,M,6.4,159,4.4,buono,bocciato
256,Lorenzo,Barbieri,20,M,2.4,108,8.7,buono,promosso
257,Cristina,Piras,16,F,1.0,18,7.2,sufficiente,promosso
258,Giulia,Romano,17,F,3.2,33,5.4,ottimo,promosso
259,Nicole,Ferraro,18,F,0.9,220,6.0,sufficiente,bocciato
260,Luca,Gallo,19,M,1.4,44,4.9,buono,bocciato
261,Angela,Rinaldi,17,F,4.3,53,7.7,buono,promosso
262,Alessandra,Valentini,15,F,6.8,7,9.3,buono,promosso
263,Maria,Lopes,18,F,2.7,129,8.9,sufficiente,promosso
264,Simone,Esposito,19,M,1.2,71,8.7,sufficiente,promosso
265,Alessandra,Fontana,17,F,2.5,157,4.8,ottimo,bocciato
266,Cristina,Moretti,20,F,2.6,171,7.7,scarso,bocciato
267,Enrico,Martinelli,14,M,4.1,195,6.7,sufficiente,promosso
268,Marco,Ferraro,14,M,8.0,27,6.7,sufficiente,promosso
269,Elisa,Marchetti,17,F,4.4,120,8.4,buono,promosso
270,Laura,Moretti,19,F,2.0,18,8.5,buono,promosso
271,Marco,Rizzo,16,M,2.0,151,9.3,sufficiente,promosso
272,Roberta,Greco,14,F,0.0,84,6.3,sufficiente,promosso
273,Claudia,Conti,16,F,3.2,5,7.4,buono,promosso
274,Vincenzo,Piras,19,M,6.7,76,9.2,scarso,bocciato
275,Valentina,Piras,15,F,0.7,107,6.0,sufficiente,promosso
276,Roberto,Costa,20,M,5.0,85,6.2,scarso,bocciato
277,Sara,Zhing,18,F,0.4,48,6.9,sufficiente,promosso
278,Sara,Barbieri,16,F,0.2,72,4.9,buono,bocciato
279,Alberto,Rossi,15,M,4.4,203,7.1,sufficiente,promosso
280,Alberto,Gentile,16,M,5.1,204,8.5,sufficiente,promosso
281,Paola,Russo,17,F,1.4,122,7.3,buono,promosso
282,Paola,Rinaldi,15,F,4.4,153,4.4,buono,bocciato
283,Marco,Fabbri,19,M,1.2,108,6.0,scarso,bocciato
284,Giovanni,Sanna,17,M,6.9,190,9.0,scarso,bocciato
285,Michele,Martini,17,M,5.9,9,4.3,buono,bocciato
286,Gabriele,Colombo,18,M,0.1,162,6.8,sufficiente,promosso
287,Salvatore,Marchetti,19,M,4.4,133,5.8,scarso,bocciato
288,Antonio,Pdor,18,M,6.9,199,6.7,ottimo,promosso
289,Andrea,Costa,19,M,3.6,7,5.8,scarso,bocciato
290,Alfio,Costa,17,M,5.3,140,7.9,scarso,bocciato
291,Nicole,Giordano,15,F,5.1,71,7.8,buono,promosso
292,Roberta,Leone,14,F,4.2,152,4.5,sufficiente,bocciato
293,Agamennone,Romano,14,M,0.0,63,9.8,scarso,bocciato
294,Giulia,Marchetti,14,F,6.0,54,6.7,sufficiente,promosso
295,Alessandro,Romano,19,M,3.4,37,4.4,buono,bocciato
296,Valentina,Santoro,14,F,7.6,181,8.9,scarso,bocciato
297,Silvia,Mariani,20,F,0.9,13,9.2,buono,promosso
298,Dino,Fontana,20,M,1.1,47,7.8,buono,promosso
299,Daniele,Hallal,18,M,6.4,218,7.7,sufficiente,promosso
300,Matteo,Lombardi,20,M,4.5,58,10.0,scarso,bocciato
301,Tommaso,Moretti,18,M,5.9,152,9.7,buono,promosso
302,Sofia,Romano,19,F,3.9,96,6.0,sufficiente,promosso
303,Valentina,Conti,15,F,4.4,90,8.2,sufficiente,promosso
304,Sara,Cavallaro,17,F,5.1,104,4.9,buono,bocciato
305,Antonio,Lopes,14,M,2.1,103,4.6,scarso,bocciato
306,Riccardo,Marchetti,15,M,5.0,111,4.9,scarso,bocciato
307,Claudio,Ricci,20,M,5.2,147,5.7,buono,promosso
308,Cristina,Zhing,20,F,2.2,59,6.6,sufficiente,promosso
309,Nicole,Costa,16,F,1.6,118,7.0,sufficiente,promosso
310,Beatrice,Marchetti,20,F,8.0,193,6.3,buono,promosso
311,Luca,Marino,14,M,1.7,133,9.7,sufficiente,promosso
312,Paola,Fabbri,16,F,1.8,218,4.5,sufficiente,bocciato
313,Sofia,Rizzo,17,F,0.3,206,7.6,ottimo,promosso
314,Paola,Bianchi,14,F,0.9,179,7.2,ottimo,promosso
315,Nicole,Ricci,18,F,4.0,116,5.7,sufficiente,promosso
316,Elena,Zhing,15,F,5.8,211,4.9,ottimo,bocciato
317,Alessandro,Bellini,17,M,7.4,47,9.7,sufficiente,promosso
318,Maria,Ricci,19,F,3.5,61,6.8,sufficiente,promosso
319,Federico,Fontana,14,M,7.5,14,8.1,buono,promosso
320,Angela,Fabbri,20,F,2.0,21,9.3,sufficiente,promosso
321,Maurizio,Leone,20,M,5.7,214,5.2,ottimo,bocciato
322,Alessandra,Valentini,14,F,2.4,129,8.1,buono,promosso
323,Claudio,Cavallaro,14,M,1.2,52,7.0,sufficiente,promosso
324,Luca,Longo,16,M,1.1,54,5.3,scarso,bocciato
325,Alessia,Longo,16,F,3.3,46,8.8,sufficiente,promosso
326,Fabio,Lopes,19,M,0.5,4,7.8,ottimo,promosso
327,Ilaria,Pdor,18,F,3.2,87,4.8,scarso,bocciato
328,Maurizio,Rinaldi,16,M,3.0,19,8.4,sufficiente,promosso
329,Matteo,Fontana,18,M,7.3,165,8.0,scarso,bocciato
330,Giulia,Rinaldi,19,F,3.6,77,9.7,sufficiente,promosso
331,Simone,Costa,18,M,7.3,33,7.8,scarso,bocciato
332,Davide,Grassi,17,M,3.3,71,4.6,sufficiente,bocciato
333,Alessandro,Greco,20,M,5.8,142,4.9,ottimo,bocciato
334,Ilaria,Costa,17,F,0.9,160,6.1,buono,promosso
335,Michele,Gallo,15,M,3.6,207,5.8,sufficiente,promosso
336,Salvatore,Martini,16,M,6.2,55,5.7,sufficiente,promosso
337,Giuseppe,Bianchi,14,M,0.7,192,6.2,scarso,bocciato
338,Gabriele,Martini,20,M,0.2,122,6.4,buono,promosso
339,Alfio,Esposito,16,M,5.2,18,6.4,sufficiente,promosso
340,Tommaso,Crodino,17,M,4.9,31,6.5,sufficiente,promosso
341,Maurizio,Lopes,20,M,6.6,185,5.4,sufficiente,promosso
342,Camilla,Orlando,18,F,3.6,153,9.0,ottimo,promosso
343,Alice,Ferrari,14,F,6.0,31,5.9,scarso,bocciato
344,Ilaria,Lombardi,15,F,7.1,182,5.2,ottimo,bocciato
345,Federico,Giordano,20,M,2.2,135,5.3,buono,bocciato
346,Federico,Ricci,19,M,0.2,205,6.2,sufficiente,promosso
347,Simone,Romano,17,M,4.8,67,8.7,buono,promosso
348,Federico,Fontana,15,M,7.6,132,6.9,buono,promosso
349,Camilla,Crodino,19,F,5.1,138,4.6,buono,bocciato
350,Filippo,Rossi,16,M,6.2,209,5.0,buono,bocciato
351,Davide,Cavallaro,14,M,2.7,185,6.5,scarso,bocciato
352,Enrico,Fontana,20,M,7.8,145,4.3,sufficiente,bocciato
353,Francesco,Rizzo,17,M,7.9,204,5.3,buono,bocciato
354,Claudio,Longo,20,M,0.6,116,5.2,sufficiente,bocciato
355,Giovanni,Serra,15,M,7.7,16,8.0,scarso,bocciato
356,Laura,Barbieri,14,F,3.3,77,4.5,scarso,bocciato
357,Silvia,Marchetti,15,F,6.8,9,5.8,buono,promosso
358,Pdor,Ferrari,14,M,3.2,142,4.9,sufficiente,bocciato
359,Ezechiele,Marino,14,M,6.9,79,5.5,sufficiente,promosso
360,Giulia,Costa,20,F,4.2,166,8.6,buono,promosso
361,Nicole,De Santis,19,F,3.5,12,8.4,buono,promosso
362,Alberto,Mariani,17,M,2.6,100,8.1,buono,promosso
363,Francesco,Gallo,16,M,5.9,188,6.2,ottimo,promosso
364,Ezechiele,Fontana,20,M,4.6,79,5.7,scarso,bocciato
365,Michele,Monti,20,M,3.0,7,8.1,scarso,bocciato
366,Sofia,Fontana,14,F,4.1,34,4.1,buono,bocciato
367,Simona,Lombardi,18,F,6.2,142,7.9,sufficiente,promosso
368,Giuseppe,Greco,19,M,6.3,56,6.2,sufficiente,promosso
369,Maria,Fontana,19,F,2.7,27,9.9,sufficiente,promosso
370,Martina,Valentini,18,F,6.2,106,7.9,ottimo,promosso
371,Silvia,Sala,14,F,5.9,129,6.2,sufficiente,promosso
372,Daniele,Orlando,15,M,3.0,155,6.6,sufficiente,promosso
373,Simone,Romano,16,M,7.6,112,8.1,ottimo,promosso
374,Roberto,Sanna,20,M,6.7,152,8.4,buono,promosso
375,Federico,Hallal,18,M,0.0,66,6.7,buono,promosso
376,Claudia,Lombardi,15,F,0.6,128,9.4,sufficiente,promosso
377,Alice,Esposito,16,F,4.7,147,7.2,buono,promosso
378,Laura,Rizzo,20,F,0.9,18,8.3,buono,promosso
379,Angela,Rizzo,19,F,0.5,83,5.2,scarso,bocciato
380,Andrea,Marchetti,17,F,2.3,71,5.9,buono,promosso
381,Matteo,Leone,20,M,5.2,184,7.0,ottimo,promosso
382,Nicola,Marchetti,19,M,7.4,97,8.0,scarso,bocciato
383,Martina,De Luca,18,F,5.2,113,6.5,sufficiente,promosso
384,Anna,Pdor,16,F,1.4,184,8.9,sufficiente,promosso
385,Marta,Orlando,18,F,3.8,216,5.6,scarso,bocciato
386,Marco,Orlando,14,M,0.7,191,8.1,sufficiente,promosso
387,Beatrice,Romano,17,F,2.0,50,5.9,sufficiente,promosso
388,Agamennone,Martini,14,M,5.1,63,7.1,scarso,bocciato
389,Laura,Santoro,15,F,2.4,40,6.3,sufficiente,promosso
390,Angela,Piras,18,F,6.9,171,7.4,scarso,bocciato
391,Claudio,Moretti,18,M,5.4,31,8.8,sufficiente,promosso
392,Angela,Leone,18,F,4.7,96,8.7,sufficiente,promosso
393,Luca,Conti,14,M,2.5,162,8.9,buono,promosso
394,Alessandro,Villa,15,M,0.8,80,5.0,ottimo,bocciato
395,Alice,De Luca,14,F,2.2,19,9.4,scarso,bocciato
396,Antonio,Ricci,20,M,2.1,81,5.0,sufficiente,bocciato
397,Alberto,Farina,18,M,6.9,205,6.3,sufficiente,promosso
398,Veronica,Rossi,15,F,3.9,80,6.1,buono,promosso
399,Paola,Bellini,19,F,0.2,216,7.8,sufficiente,promosso
400,Federica,Rinaldi,19,F,6.9,156,9.3,sufficiente,promosso
