id,nome,cognome,età,genere,ore_studio,assenze,media_voti,comportamento,esito_finale
33,Alfio,Ricci,17,M,0.0,42,4.7,sufficiente,bocciato
34,Paolo,Esposito,20,M,6.4,58,9.7,buono,promosso
35,Paola,Monti,18,F,7.7,189,6.0,ottimo,promosso
36,Marco,Martinelli,20,M,6.4,133,9.4,sufficiente,promosso
37,Angela,Greco,19,F,1.4,16,5.2,sufficiente,bocciato
38,Giulia,Gallo,18,F,5.4,168,8.9,buono,promosso
39,Riccardo,Mancini,16,M,7.7,97,9.9,sufficiente,promosso
40,Andrea,Mancini,18,M,6.0,126,9.4,sufficiente,promosso
41,Andrea,Fabbri,18,F,2.0,190,8.3,sufficiente,promosso
42,Laura,Costa,17,F,5.5,95,6.2,buono,promosso
43,Daniele,Zhing,14,M,6.3,89,6.7,buono,promosso
44,Alfio,Esposito,17,M,7.5,89,7.9,sufficiente,promosso
45,Ezechiele,Costa,19,M,2.8,33,6.0,scarso,bocciato
46,Marta,Colombo,14,F,3.8,34,5.8,sufficiente,promosso
47,Lorenzo,Bellini,20,M,7.9,157,9.4,buono,promosso
48,Filippo,Santoro,15,M,1.4,156,7.7,scarso,bocciato
49,Maurizio,Mariani,17,M,3.7,175,6.4,scarso,bocciato
50,Luca,Zhing,16,M,4.0,212,4.5,scarso,bocciato
51,Luca,Bruno,20,M,2.9,17,7.2,scarso,bocciato
52,Angela,Russo,15,F,4.0,40,4.6,sufficiente,bocciato
53,Sara,Lopes,20,F,6.7,166,4.5,scarso,bocciato
54,Cristina,Santoro,18,F,7.2,61,9.2,scarso,bocciato
55,Riccardo,Ferrari,15,M,3.7,59,4.6,buono,bocciato
56,Alberto,Serra,15,M,0.5,9,7.9,sufficiente,promosso
57,Ezechiele,Barbieri,17,M,3.2,184,4.9,sufficiente,bocciato
58,Stefano,Hallal,16,M,6.8,142,5.3,sufficiente,bocciato
59,Alessandra,Farina,20,F,0.4,128,9.7,sufficiente,promosso
60,Elena,Hallal,14,F,0.4,9,4.6,buono,bocciato
61,Laura,Bruno,16,F,4.2,218,6.3,sufficiente,promosso
62,Lorenzo,Sala,20,M,6.8,19,6.3,buono,promosso
63,Maurizio,Bellini,18,M,6.4,168,9.0,sufficiente,promosso
64,Vincenzo,Colombo,19,M,6.0,6,6.0,sufficiente,promosso
65,Beatrice,Esposito,17,F,1.2,184,8.8,sufficiente,promosso
66,Alberto,Lopes,14,M,1.6,26,5.5,ottimo,promosso
67,Roberto,Pellegrini,16,M,2.2,30,7.8,buono,promosso
68,Chiara,Pdor,15,F,1.9,128,5.6,sufficiente,promosso
69,Stefano,Ricci,20,M,6.9,66,6.2,sufficiente,promosso
70,Gabriele,Martini,19,M,4.1,161,4.0,buono,bocciato
71,Dino,Serra,15,M,3.1,219,9.1,sufficiente,promosso
72,Ilaria,Gentile,20,F,3.3,185,7.1,sufficiente,promosso
73,Alessia,Cattaneo,17,F,6.2,215,6.6,scarso,bocciato
74,Pdor,Cavallaro,20,M,2.4,25,7.5,buono,promosso
75,Alice,Caruso,20,F,0.8,155,7.3,scarso,bocciato
76,Alfio,Esposito,18,M,3.6,89,9.2,ottimo,promosso
77,Giovanni,Farina,15,M,4.8,164,9.6,buono,promosso
78,Eleonora,Lopes,18,F,7.7,141,5.5,scarso,bocciato
79,Alfio,Grassi,20,M,7.8,119,4.3,sufficiente,bocciato
80,Riccardo,Villa,18,M,0.2,188,9.3,scarso,bocciato
81,Michele,Marino,16,M,2.6,149,8.7,sufficiente,promosso
82,Elena,Valentini,17,F,3.0,82,7.3,buono,promosso
83,Laura,Caruso,16,F,0.1,19,7.3,sufficiente,promosso
84,Maurizio,Barbieri,15,M,1.3,15,6.7,sufficiente,promosso
85,Giulia,Conti,20,F,0.2,3,7.5,scarso,bocciato
86,Alessia,Rossi,14,F,7.0,180,7.0,sufficiente,promosso
87,Giuseppe,Cattaneo,17,M,5.0,103,5.6,buono,promosso
88,Alfio,Martinelli,19,M,4.2,166,8.4,sufficiente,promosso
89,Roberta,Mariani,18,F,1.9,175,6.8,scarso,bocciato
90,Marta,Valentini,14,F,2.7,163,9.6,sufficiente,promosso
91,Enrico,Giordano,20,M,2.0,162,6.8,sufficiente,promosso
92,Sara,Esposito,18,F,4.9,7,6.1,scarso,bocciato
93,Ilaria,Gallo,20,F,3.3,48,7.6,ottimo,promosso
94,Roberta,Galli,20,F,2.4,168,7.4,buono,promosso
95,Silvia,Bruno,15,F,2.8,162,6.8,sufficiente,promosso
96,Cristina,Martinelli,18,F,3.2,48,9.1,sufficiente,promosso
97,Nicola,Longo,14,M,0.9,210,6.5,sufficiente,promosso
98,Alberto,Valentini,19,M,6.4,3,4.4,ottimo,bocciato
99,Sara,Ricci,16,F,4.7,75,9.5,ottimo,promosso
100,Alfio,Rinaldi,14,M,4.9,155,9.5,ottimo,promosso
101,Martina,Fontana,17,F,2.2,127,4.1,sufficiente,bocciato
102,Eleonora,Cattaneo,20,F,3.9,111,9.0,sufficiente,promosso
103,Pdor,Gentile,19,M,4.2,104,9.4,buono,promosso
104,Federica,Bruno,19,F,7.5,50,5.3,scarso,bocciato
105,Laura,Martinelli,15,F,5.7,40,5.4,buono,promosso
106,Dino,Ferrari,19,M,6.4,112,9.1,scarso,bocciato
107,Nicola,Zhing,17,M,5.5,159,6.3,buono,promosso
108,Roberto,Bellini,15,M,5.0,84,6.3,sufficiente,promosso
109,Simona,Esposito,17,F,0.6,80,8.8,buono,promosso
110,Stefano,Caruso,15,M,0.7,183,8.7,scarso,bocciato
111,Silvia,Farina,19,F,2.2,105,4.8,scarso,bocciato
112,Laura,Longo,19,F,0.4,179,9.3,buono,promosso
113,Laura,Sala,14,F,6.2,100,8.4,scarso,bocciato
114,Gabriele,Marchetti,20,M,1.7,176,4.9,buono,bocciato
115,Salvatore,Ferraro,20,M,3.3,20,8.5,sufficiente,promosso
116,Laura,De Santis,15,F,4.0,16,7.8,sufficiente,promosso
117,Agamennone,Mariani,14,M,2.0,53,8.8,ottimo,promosso
118,Matteo,Santoro,20,M,4.0,101,7.1,scarso,bocciato
119,Claudia,Hallal,17,F,3.9,123,5.2,buono,bocciato
120,Silvia,Barbieri,16,F,4.2,179,7.7,buono,promosso
121,Marta,Pdor,16,F,6.6,82,4.4,buono,bocciato
122,Jack,Galli,18,M,0.1,66,9.8,scarso,bocciato
123,Paola,Moretti,17,F,2.1,169,8.4,ottimo,promosso
124,Maria,Esposito,18,F,3.5,216,4.4,sufficiente,bocciato
125,Paola,Esposito,17,F,7.8,64,5.1,sufficiente,bocciato
126,Barbara,Ferrari,19,F,6.9,50,8.3,buono,promosso
127,Enrico,Mancini,18,M,2.0,216,9.2,buono,promosso
128,Ezechiele,Sanna,18,M,5.5,177,4.2,buono,bocciato
129,Luca,Ferraro,20,M,4.5,1,7.8,scarso,bocciato
130,Laura,Conti,19,F,7.8,78,7.8,sufficiente,promosso
131,Roberta,Villa,17,F,2.9,11,8.6,scarso,bocciato
132,Maurizio,Conti,18,M,6.5,72,7.1,sufficiente,promosso
133,Valentina,Russo,18,F,1.8,116,8.6,sufficiente,promosso
134,Alberto,Leone,17,M,1.1,150,9.6,sufficiente,promosso
135,Vincenzo,Bruno,16,M,5.7,43,6.5,sufficiente,promosso
136,Paola,Marchetti,19,F,4.2,198,5.0,scarso,bocciato
137,Anna,De Luca,18,F,2.0,134,4.6,buono,bocciato
138,Daniele,Rizzo,18,M,4.2,211,9.7,sufficiente,promosso
139,Alice,Moretti,19,F,2.0,185,6.6,buono,promosso
140,Alice,Pdor,19,F,4.9,77,8.9,scarso,bocciato
141,Nicole,Colombo,19,F,3.4,113,7.6,sufficiente,promosso
142,Marco,Valentini,19,M,0.1,119,6.8,buono,promosso
143,Chiara,Romano,20,F,1.2,180,4.4,scarso,bocciato
144,Alessandra,Galli,16,F,6.2,201,4.4,sufficiente,bocciato
145,Claudio,Barbieri,18,M,2.5,25,7.2,buono,promosso
146,Salvatore,Russo,20,M,1.0,140,4.7,sufficiente,bocciato
147,Pdor,Rossi,19,M,7.2,133,6.4,scarso,bocciato
148,Tommaso,Galli,16,M,6.6,214,7.1,sufficiente,promosso
149,Alessandro,Colombo,16,M,6.0,8,5.7,sufficiente,promosso
150,Sara,Caruso,14,F,4.9,90,6.6,sufficiente,promosso
151,Emanuele,Martini,14,M,5.7,111,9.9,buono,promosso
152,Daniele,Ferrari,20,M,3.6,142,5.6,buono,promosso
153,Laura,Rossi,15,F,4.6,177,5.8,buono,promosso
154,Ilaria,Marchetti,19,F,7.0,140,4.9,scarso,bocciato
155,Giulia,Leone,20,F,2.8,142,8.5,sufficiente,promosso
156,Enrico,Cattaneo,20,M,3.2,146,8.9,scarso,bocciato
157,Valentina,De Luca,15,F,7.2,16,6.9,scarso,bocciato
158,Pdor,Fabbri,14,M,7.4,66,6.5,sufficiente,promosso
159,Nicole,Greco,15,F,7.6,2,4.0,buono,bocciato
160,Nicole,Crodino,14,F,3.1,126,7.7,sufficiente,promosso
161,Marco,Gentile,20,M,5.7,15,6.9,buono,promosso
162,Michele,Piras,17,M,1.2,173,9.7,buono,promosso
163,Simone,Serra,17,M,7.4,179,7.3,sufficiente,promosso
164,Marco,Orlando,18,M,7.0,89,4.5,sufficiente,bocciato
165,Giovanni,Valentini,20,M,3.5,65,9.9,sufficiente,promosso
166,Francesca,Villa,17,F,3.3,166,6.1,sufficiente,promosso
167,Alessandro,Bellini,20,M,4.3,67,5.7,sufficiente,promosso
168,Paolo,Giordano,17,M,1.7,201,6.0,sufficiente,promosso
169,Federica,Sanna,18,F,7.9,95,4.5,buono,bocciato
170,Davide,Colombo,18,M,3.8,191,5.2,sufficiente,bocciato
171,Marco,Gentile,16,M,7.4,175,8.5,sufficiente,promosso
172,Anna,Galli,20,F,2.8,139,6.2,sufficiente,promosso
173,Eleonora,Ricci,17,F,6.2,43,8.8,sufficiente,promosso
174,Eleonora,De Santis,14,F,6.0,170,7.5,buono,promosso
175,Lorenzo,Mariani,19,M,5.9,78,6.7,sufficiente,promosso
176,Giulia,Leone,17,F,1.4,203,6.8,ottimo,promosso
177,Tommaso,Farina,15,M,1.5,217,9.6,sufficiente,promosso
178,Maria,Fabbri,14,F,2.8,56,8.9,sufficiente,promosso
179,Ezechiele,Bruno,16,M,1.1,109,7.9,scarso,bocciato
180,Roberta,De Luca,17,F,0.8,157,5.4,buono,promosso
181,Andrea,Costa,20,F,0.4,37,9.1,scarso,bocciato
182,Ilaria,Ferrari,18,F,0.4,92,7.0,sufficiente,promosso
183,Roberta,Rizzo,17,F,4.7,111,9.6,scarso,bocciato
184,Ezechiele,Costa,20,M,1.3,30,7.1,sufficiente,promosso
185,Jack,Lopes,20,M,2.3,60,7.8,sufficiente,promosso
186,Pdor,Rossi,19,M,4.7,126,6.0,sufficiente,promosso
187,Elisa,Costa,19,F,6.0,49,8.9,sufficiente,promosso
188,Maurizio,Romano,14,M,2.2,103,7.8,sufficiente,promosso
189,Giuseppe,Ricci,18,M,2.7,200,6.9,sufficiente,promosso
190,Giulia,Bianchi,18,F,1.7,13,4.4,scarso,bocciato
191,Nicole,Longo,14,F,2.9,220,8.2,sufficiente,bocciato
192,Eleonora,Mariani,16,F,3.9,184,5.0,buono,bocciato
193,Fabio,Grassi,19,M,7.7,213,8.1,sufficiente,promosso
194,Paolo,Pdor,17,M,6.3,103,5.6,sufficiente,promosso
195,Alessandra,Gallo,14,F,1.3,25,8.9,sufficiente,promosso
196,Riccardo,Sanna,19,M,5.4,175,4.8,sufficiente,bocciato
197,Alessandra,Bianchi,17,F,1.2,188,9.7,sufficiente,promosso
198,Barbara,Romano,20,F,1.9,6,4.1,sufficiente,bocciato
199,Stefano,Caruso,17,M,4.5,138,7.9,buono,promosso
200,Roberta,Mariani,18,F,5.3,19,9.8,ottimo,promosso
201,Federica,Crodino,19,F,7.7,219,6.0,sufficiente,promosso
202,Dino,Villa,15,M,2.2,60,8.1,ottimo,promosso
203,Antonio,Rizzo,17,M,5.5,187,5.7,sufficiente,promosso
204,Elisa,Orlando,19,F,7.5,150,5.6,scarso,bocciato
205,Michele,Gallo,20,M,0.9,167,9.2,buono,promosso
206,Cristina,Santoro,17,F,1.9,82,9.5,sufficiente,promosso
207,Giovanni,Giordano,19,M,1.4,26,9.6,buono,promosso
208,Federica,Zhing,20,F,1.5,157,5.5,scarso,bocciato
209,Cristina,Sanna,16,F,0.6,147,7.2,sufficiente,promosso
210,Ezechiele,Bianchi,18,M,6.5,11,5.1,sufficiente,bocciato
211,Martina,Bellini,20,F,7.6,1,9.3,buono,promosso
212,Veronica,Mariani,16,F,6.6,113,4.9,buono,bocciato
213,Enrico,Lopes,15,M,2.2,13,8.4,buono,promosso
214,Luca,Sala,20,M,0.2,204,7.7,sufficiente,promosso
215,Gabriele,Romano,16,M,2.1,197,6.9,buono,promosso
216,Elena,Sala,17,F,4.8,144,7.5,ottimo,promosso
217,Alessia,Rinaldi,20,F,1.1,184,5.9,sufficiente,promosso
218,Francesco,Marino,16,M,5.4,164,4.0,sufficiente,bocciato
219,Simone,Longo,16,M,3.6,3,9.9,buono,promosso
220,Davide,Longo,20,M,2.3,99,4.8,sufficiente,bocciato
221,Andrea,Ferrari,14,F,0.5,10,5.5,sufficiente,promosso
222,Alice,De Luca,14,F,7.4,105,8.9,sufficiente,promosso
223,Alberto,Fontana,14,M,7.7,64,6.7,buono,promosso
224,Emanuele,Bellini,14,M,6.7,203,7.0,ottimo,promosso
225,Andrea,Costa,15,F,1.1,115,9.7,scarso,bocciato
226,Salvatore,Rinaldi,16,M,5.2,15,7.9,buono,promosso
227,Giulia,Cavallaro,14,F,8.0,77,6.0,buono,promosso
228,Enrico,Pdor,14,M,7.0,159,6.4,sufficiente,promosso
229,Marco,Sanna,18,M,5.2,211,9.7,scarso,bocciato
230,Silvia,Villa,19,F,0.1,166,6.9,scarso,bocciato
231,Alfio,Hallal,15,M,4.1,78,5.7,buono,promosso
232,Alberto,Ricci,15,M,4.5,108,9.9,buono,promosso
233,Jack,De Luca,17,M,1.9,165,9.4,buono,promosso
234,Eleonora,Conti,19,F,0.9,186,4.8,scarso,bocciato
235,Federico,Mancini,20,M,5.2,133,9.7,ottimo,promosso
236,Marta,Ricci,20,F,6.8,40,6.0,scarso,bocciato
237,Sara,Pdor,18,F,4.8,188,9.7,sufficiente,promosso
238,Giulia,Greco,18,F,6.0,55,4.7,sufficiente,bocciato
239,Stefano,Sanna,20,M,5.7,91,9.4,scarso,bocciato
240,Paola,Lopes,18,F,0.4,51,10.0,buono,promosso
241,Giovanni,Fabbri,19,M,5.3,218,5.9,sufficiente,promosso
242,Tommaso,Ferraro,15,M,6.0,206,4.6,sufficiente,bocciato
243,Claudio,Marino,15,M,0.7,38,7.9,buono,promosso
244,Sofia,Esposito,16,F,3.6,219,5.0,sufficiente,bocciato
245,Federico,Galli,16,M,4.0,126,6.6,sufficiente,promosso
246,Davide,Fontana,17,M,0.6,181,4.5,scarso,bocciato
247,Marta,Mariani,20,F,2.5,135,7.7,buono,promosso
248,Alice,Conti,14,F,2.9,144,5.4,sufficiente,promosso
249,Sara,Hallal,15,F,5.9,220,6.6,buono,bocciato
250,Alessia,Cavallaro,15,F,5.6,142,4.3,buono,bocciato
251,Stefano,Cattaneo,19,M,1.0,67,5.4,ottimo,promosso
252,Claudia,Greco,17,F,4.3,51,5.1,sufficiente,bocciato
253,Paolo,De Santis,17,M,6.6,29,5.2,scarso,bocciato
254,Matteo,Sala,15,M,4.9,45,4.0,buono,bocciato
255,Alessandro,Rinaldi,20,M,5.3,59,7.8,sufficiente,promosso
256,Martina,Zhing,16,F,6.8,87,4.5,sufficiente,bocciato
257,Roberta,Farina,17,F,3.5,201,5.2,scarso,bocciato
258,Roberto,Conti,18,M,1.8,125,6.5,buono,promosso
259,Enrico,Galli,18,M,1.6,26,4.5,sufficiente,bocciato
260,Maurizio,Russo,17,M,4.9,147,7.8,buono,promosso
261,Antonio,Villa,18,M,5.6,204,5.1,sufficiente,bocciato
262,Ezechiele,Hallal,16,M,3.7,46,5.3,sufficiente,bocciato
263,Camilla,Romano,15,F,5.5,26,9.0,scarso,bocciato
264,Daniele,Monti,19,M,4.7,4,6.5,buono,promosso
265,Maurizio,Lombardi,14,M,4.1,98,4.7,buono,bocciato
266,Vincenzo,Rizzo,18,M,0.0,41,6.9,buono,promosso
267,Elisa,Colombo,15,F,5.3,67,9.8,ottimo,promosso
268,Alessandro,De Santis,15,M,2.5,202,7.8,scarso,bocciato
269,Camilla,Conti,14,F,3.8,88,9.7,buono,promosso
270,Roberto,Piras,16,M,5.3,211,6.4,ottimo,promosso
271,Eleonora,Lopes,19,F,0.7,152,8.0,buono,promosso
272,Anna,Valentini,20,F,4.3,162,6.9,buono,promosso
273,Agamennone,Zhing,17,M,2.1,203,8.0,sufficiente,promosso
274,Davide,Rossi,19,M,5.8,100,9.0,buono,promosso
275,Francesco,Martinelli,15,M,1.6,151,6.8,scarso,bocciato
276,Alessandra,Moretti,17,F,3.1,77,8.1,sufficiente,promosso
277,Andrea,Martini,16,F,0.3,150,6.6,ottimo,promosso
278,Valentina,Lopes,18,F,4.3,176,5.4,scarso,bocciato
279,Riccardo,Pellegrini,18,M,0.8,205,9.5,buono,promosso
280,Roberto,Cavallaro,19,M,6.8,140,9.7,sufficiente,promosso
281,Filippo,Rossi,18,M,7.8,150,7.7,scarso,bocciato
282,Ilaria,Mariani,15,F,5.6,100,7.9,scarso,bocciato
283,Jack,Gallo,18,M,0.4,45,9.8,scarso,bocciato
284,Ilaria,Bruno,19,F,4.2,85,7.6,sufficiente,promosso
285,Nicole,De Santis,14,F,1.0,41,9.8,buono,promosso
286,Federico,Colombo,15,M,1.3,31,8.0,sufficiente,promosso
287,Francesca,Pdor,19,F,2.0,190,7.2,sufficiente,promosso
288,Giovanni,Lopes,17,M,0.8,90,8.6,sufficiente,promosso
289,Gabriele,Hallal,16,M,6.5,120,6.0,sufficiente,promosso
290,Sofia,Gallo,20,F,2.6,39,7.9,sufficiente,promosso
291,Claudio,Cattaneo,19,M,3.3,183,6.9,sufficiente,promosso
292,Francesca,Rizzo,14,F,2.7,197,7.2,sufficiente,promosso
293,Barbara,De Luca,16,F,1.6,119,5.9,sufficiente,promosso
294,Veronica,Pdor,16,F,4.0,46,9.8,ottimo,promosso
295,Luca,Pellegrini,17,M,3.9,171,6.4,buono,promosso
296,Andrea,Cattaneo,17,M,2.3,169,4.6,sufficiente,bocciato
297,Marco,Rinaldi,19,M,4.7,82,9.9,buono,promosso
298,Marta,Lombardi,17,F,8.0,73,6.8,buono,promosso
299,Paolo,Barbieri,19,M,3.5,36,7.8,scarso,bocciato
300,Federico,Barbieri,20,M,2.4,116,4.7,buono,bocciato
301,Claudia,Longo,17,F,2.1,192,4.3,buono,bocciato
302,Barbara,Bruno,16,F,0.6,18,6.9,buono,promosso
303,Sara,Rizzo,16,F,2.1,2,9.9,scarso,bocciato
304,Paolo,Costa,20,M,2.1,5,6.2,scarso,bocciato
305,Ilaria,Ferraro,16,F,7.0,137,8.6,sufficiente,promosso
306,Veronica,Rizzo,14,F,5.2,211,4.8,buono,bocciato
307,Alessia,Santoro,14,F,2.0,11,8.6,sufficiente,promosso
308,Roberta,Hallal,14,F,4.2,197,6.8,buono,promosso
309,Alessandra,Greco,17,F,1.3,25,5.3,buono,bocciato
310,Maria,Lopes,18,F,3.8,134,6.4,sufficiente,promosso
311,Elisa,Fontana,20,F,2.0,70,4.4,scarso,bocciato
312,Nicole,Colombo,16,F,7.2,67,5.6,sufficiente,promosso
313,Alessandro,Sanna,17,M,1.8,45,8.0,buono,promosso
314,Camilla,Martini,15,F,7.1,42,5.1,sufficiente,bocciato
315,Alessandra,Costa,20,F,7.4,104,7.5,ottimo,promosso
316,Barbara,Ricci,20,F,2.9,126,6.5,buono,promosso
317,Elisa,Serra,14,F,2.4,146,7.9,sufficiente,promosso
318,Daniele,Ricci,17,M,7.2,173,5.6,scarso,bocciato
319,Nicola,Martini,14,M,2.8,198,9.8,sufficiente,promosso
320,Claudia,Zhing,19,F,1.1,205,6.5,buono,promosso
321,Tommaso,Mancini,19,M,4.6,104,8.6,scarso,bocciato
322,Sofia,Pdor,18,F,0.5,157,7.1,sufficiente,promosso
323,Eleonora,Mancini,17,F,1.3,29,4.9,scarso,bocciato
324,Nicola,Piras,20,M,6.2,191,9.9,sufficiente,promosso
325,Pdor,Pdor,19,M,2.7,61,8.2,sufficiente,promosso
326,Alberto,Bruno,14,M,3.7,29,9.6,buono,promosso
327,Giuseppe,Conti,15,M,5.7,66,8.7,buono,promosso
328,Giuseppe,Gallo,17,M,7.6,64,7.2,scarso,bocciato
329,Veronica,Pellegrini,18,F,5.3,85,5.4,sufficiente,promosso
330,Federica,Rossi,15,F,4.7,133,6.3,sufficiente,promosso
331,Davide,Serra,15,M,1.1,152,5.1,scarso,bocciato
332,Chiara,Villa,18,F,1.7,53,5.1,scarso,bocciato
333,Simona,Santoro,14,F,7.9,16,4.2,scarso,bocciato
334,Davide,Mancini,15,M,0.7,195,5.4,scarso,bocciato
335,Anna,Costa,18,F,5.6,3,9.9,buono,promosso
336,Elena,Fontana,18,F,6.1,27,9.1,buono,promosso
337,Giuseppe,Pdor,18,M,5.4,30,10.0,buono,promosso
338,Giuseppe,Lopes,15,M,0.1,19,4.3,buono,bocciato
339,Filippo,Hallal,18,M,7.3,8,9.5,scarso,bocciato
340,Agamennone,Sanna,16,M,1.0,2,8.7,scarso,bocciato
341,Elena,Giordano,18,F,7.1,91,4.3,buono,bocciato
342,Laura,Zhing,18,F,0.9,179,8.0,scarso,bocciato
343,Francesca,Longo,14,F,3.9,91,7.4,scarso,bocciato
344,Simona,Serra,20,F,7.9,203,8.4,buono,promosso
345,Elena,Gentile,14,F,6.6,205,7.0,sufficiente,promosso
346,Valentina,Santoro,17,F,3.1,193,7.4,buono,promosso
347,Elisa,Piras,19,F,3.2,144,8.5,sufficiente,promosso
348,Roberta,Grassi,16,F,1.5,16,6.3,buono,promosso
349,Andrea,Marino,20,M,6.3,155,5.0,buono,bocciato
350,Elisa,Hallal,15,F,6.2,43,5.7,ottimo,promosso
351,Giulia,Longo,18,F,4.1,60,8.7,buono,promosso
352,Beatrice,Sala,20,F,2.4,34,6.7,buono,promosso
353,Salvatore,De Luca,15,M,7.1,103,5.5,sufficiente,promosso
354,Elisa,Ferraro,14,F,1.0,55,6.9,buono,promosso
355,Nicole,Romano,15,F,0.7,39,5.2,scarso,bocciato
356,Nicole,Ricci,14,F,5.2,153,7.9,buono,promosso
357,Camilla,Bellini,18,F,7.4,43,7.0,sufficiente,promosso
358,Giulia,De Luca,18,F,4.1,124,5.7,sufficiente,promosso
359,Jack,Lopes,18,M,4.2,217,6.5,buono,promosso
360,Simone,Galli,20,M,0.7,132,6.2,sufficiente,promosso
361,Marta,Villa,16,F,3.4,22,7.7,sufficiente,promosso
362,Pdor,Fontana,16,M,1.8,154,8.2,ottimo,promosso
363,Francesco,Marchetti,16,M,7.3,101,7.1,buono,promosso
364,Eleonora,Fontana,19,F,0.6,104,9.7,buono,promosso
365,Alfio,Barbieri,15,M,2.6,156,6.7,scarso,bocciato
366,Pdor,Crodino,20,M,6.9,174,4.3,ottimo,bocciato
367,Pdor,Martinelli,16,M,4.7,105,6.6,buono,promosso
368,Andrea,Rizzo,17,M,1.2,119,7.2,buono,promosso
369,Eleonora,Barbieri,14,F,4.5,146,7.5,scarso,bocciato
370,Vincenzo,Fontana,20,M,5.5,153,9.1,buono,promosso
371,Veronica,Rossi,16,F,5.7,50,5.0,sufficiente,bocciato
372,Giulia,De Santis,20,F,6.9,57,7.6,ottimo,promosso
373,Emanuele,Mancini,19,M,5.6,89,7.8,sufficiente,promosso
374,Beatrice,Moretti,18,F,2.9,187,4.4,sufficiente,bocciato
375,Anna,Orlando,17,F,0.4,154,8.5,sufficiente,promosso
376,Daniele,Cattaneo,19,M,4.1,12,7.6,sufficiente,promosso
377,Stefano,Esposito,16,M,4.2,68,4.9,scarso,bocciato
378,Angela,De Luca,20,F,7.9,86,9.8,buono,promosso
379,Elena,Zhing,17,F,4.1,59,8.8,ottimo,promosso
380,Chiara,Bianchi,18,F,2.3,214,6.2,scarso,bocciato
381,Francesca,Russo,19,F,3.0,171,5.8,scarso,bocciato
382,Simone,Zhing,18,M,1.4,83,9.0,buono,promosso
383,Veronica,Farina,19,F,6.2,151,5.8,buono,promosso
384,Elena,Rossi,19,F,3.2,182,5.9,sufficiente,promosso
385,Chiara,Esposito,18,F,5.1,152,5.1,buono,bocciato
386,Veronica,Pdor,15,F,1.1,33,9.5,buono,promosso
387,Matteo,Ricci,20,M,7.2,96,7.1,scarso,bocciato
388,Dino,Farina,20,M,5.2,55,6.6,ottimo,promosso
389,Vincenzo,Mancini,20,M,5.6,184,9.3,sufficiente,promosso
390,Federica,Marchetti,19,F,3.7,212,5.9,buono,promosso
391,Salvatore,Gentile,16,M,1.0,62,4.9,scarso,bocciato
392,Marta,Serra,20,F,6.3,147,6.3,buono,promosso
393,Federico,Martini,19,M,6.6,117,8.7,scarso,bocciato
394,Silvia,Rizzo,16,F,4.6,48,6.9,sufficiente,promosso
395,Jack,Rossi,18,M,6.4,120,6.5,scarso,bocciato
396,Francesca,Russo,16,F,3.7,217,8.1,scarso,bocciato
397,Gabriele,Greco,14,M,1.1,129,7.4,sufficiente,promosso
